"DateTime","Epoch","TripID","RouteID","DirectionID","Latitude","Longitude"
"06-05-20  18-28-21","1591403262","113398578",,"1","39.77163314819336","-104.90221405029297"
"06-05-20  18-28-21","1591403274","113412200",,"1","39.68648147583008","-104.93609619140625"
"06-05-20  18-28-21","1591403281","113396153",,"1","39.74038314819336","-105.07634735107422"
"06-05-20  18-28-21","1591403128","113398452",,"1","40.171234130859375","-105.10389709472656"
"06-05-20  18-28-21","1591403266","113422374",,"1","40.00014877319336","-105.22364807128906"
"06-05-20  18-28-21","1591403283","113395747",,"1","39.739498138427734","-104.98365020751953"
"06-05-20  18-28-21","1591403278","113394657",,"0","39.689483642578125","-105.025634765625"
"06-05-20  18-28-21","1591403062","113412209",,"0","39.600799560546875","-104.88739776611328"
"06-05-20  18-28-21","1591403278","113388777",,"1","39.72185134887695","-105.13236999511719"
"06-05-20  18-28-21","1591403273","113400907",,"0","39.77641677856445","-105.05325317382812"
"06-05-20  18-28-21","1591403271","113412320",,"0","39.713951110839844","-104.91273498535156"
"06-05-20  18-28-21","1591403278","113401315",,"0","39.70814895629883","-104.81876373291016"
"06-05-20  18-28-21","1591403272","113401316",,"0","39.72529983520508","-104.9341812133789"
"06-05-20  18-28-21","1591403266","113401317",,"0","39.74720001220703","-105.00495147705078"
"06-05-20  18-28-21","1591403284","113404393",,"0","39.986148834228516","-105.25043487548828"
"06-05-20  18-28-21","1591403266","113392480",,"0","39.6929817199707","-104.9800796508789"
"06-05-20  18-28-21","1591403258","113457366",,"0","39.737998962402344","-105.02345275878906"
"06-05-20  18-28-21","1591403233","113398347",,"0","40.171382904052734","-105.10389709472656"
"06-05-20  18-28-21","1591403272","113457008",,"1","39.6613655090332","-104.84741973876953"
"06-05-20  18-28-21","1591403281","113393573",,"1","39.906551361083984","-105.08601379394531"
"06-05-20  18-28-21","1591403271","113399310",,"0","39.72615051269531","-104.94056701660156"
"06-05-20  18-28-21","1591403258","113401320",,"1","39.72578430175781","-104.84791564941406"
"06-05-20  18-28-21","1591403275","113400110",,"1","39.7674674987793","-104.8985824584961"
"06-05-20  18-28-21","1591403260","113400230",,"1","39.77826690673828","-104.9594497680664"
"06-05-20  18-28-21","1591403237","113394543",,"0","39.60926818847656","-104.74573516845703"
"06-05-20  18-28-21","1591403235","113395753",,"1","39.74024963378906","-104.84895324707031"
"06-05-20  18-28-21","1591403221","113400470",,"1","39.766448974609375","-104.85076904296875"
"06-05-20  18-28-21","1591403257","113404392",,"0","39.83336639404297","-105.01573181152344"
"06-05-20  18-28-21","1591403279","113404391",,"0","39.75450134277344","-105.0013656616211"
"06-05-20  18-28-21","1591403283","113399318",,"0","39.77299880981445","-104.9415512084961"
"06-05-20  18-28-21","1591403278","113457363",,"0","39.740116119384766","-104.85441589355469"
"06-05-20  18-28-21","1591403275","113404716",,"0","40.19948196411133","-105.10466766357422"
"06-05-20  18-28-21","1591403283","113457365",,"0","39.74508285522461","-104.98973083496094"
"06-05-20  18-28-21","1591403280","113402659",,"0","39.85618209838867","-104.97955322265625"
"06-05-20  18-28-21","1591403281","113400911",,"0","39.65678405761719","-105.05316925048828"
"06-05-20  18-28-21","1591403267","113457364",,"0","39.7401008605957","-104.94888305664062"
"06-05-20  18-28-21","1591403049","113413439",,"1","39.54533004760742","-104.86949157714844"
"06-05-20  18-28-21","1591403280","113395161",,"1","39.74024963378906","-104.85227966308594"
"06-05-20  18-28-21","1591403281","113395168",,"1","39.74021530151367","-104.815185546875"
"06-05-20  18-28-21","1591403233","113412102",,"0","39.729801177978516","-105.00016784667969"
"06-05-20  18-28-21","1591403270","113391244",,"0","39.64875030517578","-104.91352081298828"
"06-05-20  18-28-21","1591403272","113406580",,"1","39.999332427978516","-105.26329803466797"
"06-05-20  18-28-21","1591403281","113391249",,"0","39.71590042114258","-104.86585235595703"
"06-05-20  18-28-21","1591403279","113396139",,"1","39.73753356933594","-105.12024688720703"
"06-05-20  18-28-21","1591403264","113400920",,"1","39.80556869506836","-105.04985046386719"
"06-05-20  18-28-21","1591403275","113400004",,"0","39.7606315612793","-104.9739990234375"
"06-05-20  18-28-21","1591403284","113395160",,"1","39.7401008605957","-104.97298431396484"
"06-05-20  18-28-21","1591403243","113402547",,"0","39.732933044433594","-105.02549743652344"
"06-05-20  18-28-21","1591403264","113402668",,"0","39.857215881347656","-105.05404663085938"
"06-05-20  18-28-21","1591403265","113402307",,"0","39.71138381958008","-104.9391860961914"
"06-05-20  18-28-21","1591403254","113404174",,"1","39.984867095947266","-105.1431655883789"
"06-05-20  18-28-21","1591403264","113396144",,"1","39.73951721191406","-105.00028228759766"
"06-05-20  18-28-21","1591403279","113398567",,"0","39.76449966430664","-104.96260070800781"
"06-05-20  18-28-21","1591403041","113398566",,"0","39.76974868774414","-104.89118194580078"
"06-05-20  18-28-21","1591403271","113395051",,"0","39.740081787109375","-104.77127075195312"
"06-05-20  18-28-21","1591403280","113393550",,"0","39.98680114746094","-104.76591491699219"
"06-05-20  18-28-21","1591403264","113412357",,"1","39.64875030517578","-104.91390228271484"
"06-05-20  18-28-21","1591403276","113396823",,"1","40.06093215942383","-105.2069320678711"
"06-05-20  18-28-21","1591403281","113393557",,"0","39.91389846801758","-105.0167465209961"
"06-05-20  18-28-21","1591402972","113414773",,"0","39.75669479370117","-105.0018310546875"
"06-05-20  18-28-21","1591403282","113413441",,"1","39.65562057495117","-104.85074615478516"
"06-05-20  18-28-21","1591403269","113402676",,"1","39.86356735229492","-105.02799987792969"
"06-05-20  18-28-21","1591403255","113400938",,"1","39.64215087890625","-105.00621795654297"
"06-05-20  18-28-21","1591403276","113404733",,"1","40.06098175048828","-105.102783203125"
"06-05-20  18-28-21","1591403257","113402558",,"1","39.729366302490234","-105.0149154663086"
"06-05-20  18-28-21","1591403272","113388647",,"0","39.73524856567383","-104.98318481445312"
"06-05-20  18-28-21","1591403250","113414704",,"0","39.73686981201172","-105.02485656738281"
"06-05-20  18-28-21","1591403280","113414824",,"1","39.73690414428711","-105.0248794555664"
"06-05-20  18-28-21","1591403267","113414823",,"1","39.737369537353516","-105.1204605102539"
"06-05-20  18-28-21","1591403052","113414822",,"1","39.72618865966797","-105.20061492919922"
"06-05-20  18-28-21","1591403269","113397042",,"0","39.68218231201172","-105.08670043945312"
"06-05-20  18-28-21","1591403262","113401990",,"0","39.61753463745117","-105.091064453125"
"06-05-20  18-28-21","1591403279","113395667",,"0","39.74789810180664","-105.00102996826172"
"06-05-20  18-28-21","1591403277","113394335",,"0","39.65883255004883","-104.84754943847656"
"06-05-20  18-28-21","1591403278","113394455",,"0","39.658782958984375","-104.8476333618164"
"06-05-20  18-28-21","1591402921","113415359",,"0","39.758460998535156","-104.9734878540039"
"06-05-20  18-28-21","1591403271","113398811",,"0","39.6285514831543","-105.0347671508789"
"06-05-20  18-28-21","1591403261","113395669",,"0","39.70836639404297","-104.81846618652344"
"06-05-20  18-28-21","1591403287","113414705",,"0","39.73717498779297","-105.11930847167969"
"06-05-20  18-28-21","1591403272","113422334",,"1","40.036766052246094","-105.06226348876953"
"06-05-20  18-28-21","1591403267","113393916",,"1","39.793216705322266","-104.82483673095703"
"06-05-20  18-28-21","1591403263","113412089",,"1","39.49453353881836","-105.34159851074219"
"06-05-20  18-28-21","1591403282","113406527",,"0","40.01729965209961","-105.27973175048828"
"06-05-20  18-28-21","1591403256","113397041",,"0","39.67483139038086","-104.84136962890625"
"06-05-20  18-28-21","1591402706","113413052",,"0","39.54533004760742","-104.86949157714844"
"06-05-20  18-28-21","1591403270","113401636",,"0","39.802467346191406","-105.06726837158203"
"06-05-20  18-28-21","1591403249","113413050",,"0","39.62078857421875","-104.90031433105469"
"06-05-20  18-28-21","1591403278","113399357",,"0","39.64875030517578","-104.91436767578125"
"06-05-20  18-28-21","1591403278","113397058",,"1","39.676082611083984","-104.90283203125"
"06-05-20  18-28-21","1591403271","113397730",,"1","39.71121597290039","-104.86198425292969"
"06-05-20  18-28-21","1591403281","113398820",,"1","39.66018295288086","-105.02525329589844"
"06-05-20  18-28-21","1591403260","113394104",,"0","39.65883255004883","-104.84761810302734"
"06-05-20  18-28-21","1591403276","113398706",,"0","39.660465240478516","-105.00980377197266"
"06-05-20  18-28-21","1591403257","113396401",,"0","39.78205108642578","-105.00638580322266"
"06-05-20  18-28-21","1591402716","113415360",,"0","39.75297546386719","-104.98025512695312"
"06-05-20  18-28-21","1591403259","113403826",,"1","40.15251541137695","-105.10696411132812"
"06-05-20  18-28-21","1591403251","113415361",,"0","39.74688720703125","-104.98992156982422"
"06-05-20  18-28-21","1591403257","113404479",,"1","40.016998291015625","-105.27342987060547"
"06-05-20  18-28-21","1591402943","113397051",,"1","39.67851638793945","-104.9923324584961"
"06-05-20  18-28-21","1591403266","113399471",,"0","39.580833435058594","-105.02568054199219"
"06-05-20  18-28-21","1591403265","113391280",,"0","39.76736831665039","-104.89053344726562"
"06-05-20  18-28-21","1591403257","113404481",,"1","39.75651550292969","-104.99714660644531"
"06-05-20  18-28-21","1591403272","113398116",,"1","39.81513214111328","-105.02538299560547"
"06-05-20  18-28-21","1591403278","113401097",,"1","39.78020095825195","-105.01083374023438"
"06-05-20  18-28-21","1591403261","113396294",,"0","39.7637825012207","-104.77531433105469"
"06-05-20  18-28-21","1591403283","113398110",,"0","39.80485153198242","-105.02523040771484"
"06-05-20  18-28-21","1591403282","113393463",,"0","39.668067932128906","-104.97346496582031"
"06-05-20  18-28-21","1591403282","113395641",,"0","39.70833206176758","-104.81815338134766"
"06-05-20  18-28-21","1591403264","113397263",,"1","39.95326614379883","-105.16551971435547"
"06-05-20  18-28-21","1591403188","113415139",,"1","39.63475799560547","-104.9049072265625"
"06-05-20  18-28-21","1591403262","113404004",,"1","40.00156784057617","-105.25316619873047"
"06-05-20  18-28-21","1591403266","113392493",,"0","39.695831298828125","-104.8408203125"
"06-05-20  18-28-21","1591403269","113393581",,"1","39.98524856567383","-104.82241821289062"
"06-05-20  18-28-21","1591403279","113457419",,"1","39.74026870727539","-104.88500213623047"
"06-05-20  18-28-21","1591403255","113457418",,"1","39.740234375","-104.94039916992188"
"06-05-20  18-28-21","1591403258","113395644",,"0","39.7401008605957","-104.82611846923828"
"06-05-20  18-28-21","1591403261","113396858",,"0","40.019798278808594","-105.28058624267578"
"06-05-20  18-28-21","1591403270","113395643",,"0","39.740081787109375","-104.91963195800781"
"06-05-20  18-28-21","1591403264","113399327",,"0","39.77786636352539","-104.94035339355469"
"06-05-20  18-28-21","1591403260","113404480",,"1","39.97923278808594","-105.21856689453125"
"06-05-20  18-28-21","1591403283","113393469",,"0","39.9141845703125","-104.98587036132812"
"06-05-20  18-28-21","1591403276","113394315",,"0","39.70035171508789","-104.7906494140625"
"06-05-20  18-28-21","1591403279","113393468",,"0","39.74763488769531","-104.97329711914062"
"06-05-20  18-28-21","1591403278","113388315",,"0","39.715850830078125","-104.98626708984375"
"06-05-20  18-28-21","1591403276","113400201",,"0","39.75111770629883","-105.00015258789062"
"06-05-20  18-28-21","1591403283","113388673",,"1","39.73513412475586","-104.9498519897461"
"06-05-20  18-28-21","1591403282","113395083",,"0","39.75360107421875","-105.0011978149414"
"06-05-20  18-28-21","1591403258","113398367",,"1","40.180484771728516","-105.10250091552734"
"06-05-20  18-28-21","1591403275","113396188",,"1","39.737831115722656","-105.15599822998047"
"06-05-20  18-28-21","1591403282","113393470",,"0","39.8846321105957","-104.98218536376953"
"06-05-20  18-28-21","1591403255","113397038",,"0","39.67843246459961","-104.98664855957031"
"06-05-20  18-28-21","1591403283","113404134",,"0","39.98685073852539","-105.1536636352539"
"06-05-20  18-28-21","1591403273","113391294",,"1","39.76996612548828","-104.8911361694336"
"06-05-20  18-28-21","1591403279","113422340",,"0","40.01471710205078","-105.2789306640625"
"06-05-20  18-28-21","1591403282","113422341",,"0","40.000118255615234","-105.14299774169922"
"06-05-20  18-28-21","1591403264","113393903",,"0","39.7668342590332","-104.85060119628906"
"06-05-20  18-28-21","1591403278","113393906",,"0","39.658016204833984","-104.84625244140625"
"06-05-20  18-28-21","1591403268","113403722",,"1","39.772281646728516","-104.82140350341797"
"06-05-20  18-28-21","1591403282","113415140",,"1","39.73300552368164","-104.82405090332031"
"06-05-20  18-28-21","1591403193","113398176",,"1","39.67791748046875","-105.02521514892578"
"06-05-20  18-28-21","1591403272","113412962",,"0","39.7302360534668","-105.00505828857422"
"06-05-20  18-28-21","1591403271","113403696",,"0","39.771148681640625","-104.81436920166016"
"06-05-20  18-28-21","1591403284","113395100",,"0","39.74005126953125","-104.88075256347656"
"06-05-20  18-28-21","1591403276","113388250",,"0","39.653316497802734","-104.98757934570312"
"06-05-20  18-28-21","1591403276","113394136",,"1","39.691917419433594","-104.79119873046875"
"06-05-20  18-28-21","1591403276","113399704",,"0","39.7823486328125","-104.8506851196289"
"06-05-20  18-28-21","1591403274","113399703",,"0","39.76643371582031","-104.77213287353516"
"06-05-20  18-28-21","1591403267","113401837",,"1","39.672000885009766","-104.90371704101562"
"06-05-20  18-28-21","1591403276","113400743",,"1","39.82718276977539","-104.91676330566406"
"06-05-20  18-28-21","1591403272","113401838",,"1","39.7675666809082","-104.89447021484375"
"06-05-20  18-28-21","1591403280","113400069",,"1","39.744834899902344","-104.99407958984375"
"06-05-20  18-28-21","1591403262","113403580",,"0","39.979549407958984","-105.21956634521484"
"06-05-20  18-28-21","1591403259","113396322",,"1","39.59501647949219","-104.78904724121094"
"06-05-20  18-28-21","1591403280","113398985",,"0","39.751365661621094","-104.98816680908203"
"06-05-20  18-28-21","1591403271","113398984",,"0","39.7692985534668","-105.10994720458984"
"06-05-20  18-28-21","1591403257","113413149",,"0","39.69342803955078","-104.97879028320312"
"06-05-20  18-28-21","1591403257","113401164",,"0","39.61448287963867","-105.0597152709961"
"06-05-20  18-28-21","1591403284","113399033",,"1","39.76933288574219","-105.00056457519531"
"06-05-20  18-28-21","1591403266","113388381",,"1","39.612518310546875","-104.98819732666016"
"06-05-20  18-28-21","1591403260","113391306",,"1","39.674068450927734","-104.86608123779297"
"06-05-20  18-28-21","1591403255","113401047",,"0","39.791099548339844","-105.04401397705078"
"06-05-20  18-28-21","1591403274","113401048",,"0","39.801849365234375","-105.10696411132812"
"06-05-20  18-28-21","1591403268","113398060",,"0","39.7275505065918","-105.02494812011719"
"06-05-20  18-28-21","1591403284","113399391",,"1","39.775848388671875","-104.94331359863281"
"06-05-20  18-28-21","1591403272","113412291",,"1","39.59516525268555","-104.84676361083984"
"06-05-20  18-28-21","1591403263","113403590",,"1","39.857749938964844","-104.74808502197266"
"06-05-20  18-28-21","1591403226","113402021",,"1","39.63461685180664","-105.08291625976562"
"06-05-20  18-28-21","1591402837","113413039",,"0","39.73849868774414","-105.00626373291016"
"06-05-20  18-28-21","1591403266","113394473",,"1","39.62608337402344","-104.79119873046875"
"06-05-20  18-28-21","1591403279","113399365",,"1","39.69226837158203","-104.94078063964844"
"06-05-20  18-28-21","1591403282","113399008",,"1","39.76708221435547","-105.14171600341797"
"06-05-20  18-28-21","1591403262","113398714",,"1","39.66728210449219","-105.04188537597656"
"06-05-20  18-28-21","1591403261","113412180",,"1","39.64970016479492","-104.91313171386719"
"06-05-20  18-28-21","1591403276","113393936",,"1","39.72819900512695","-104.84733581542969"
"06-05-20  18-28-21","1591403280","113388353",,"1","39.68903350830078","-104.98760223388672"
"06-05-20  18-28-21","1591403269","113400760",,"1","39.77730178833008","-104.96988677978516"
"06-05-20  18-28-21","1591403276","113422317",,"1","40.014732360839844","-105.2580337524414"
"06-05-20  18-28-21","1591403276","113400407",,"0","39.765750885009766","-104.85199737548828"
"06-05-20  18-28-21","1591403277","113400406",,"0","39.769683837890625","-104.78679656982422"
"06-05-20  18-28-21","1591403260","113396541",,"0","39.743316650390625","-104.95936584472656"
"06-05-20  18-28-21","1591403275","113396420",,"1","39.85963439941406","-105.00611877441406"
"06-05-20  18-28-21","1591403268","113402032",,"1","39.85350036621094","-105.08190155029297"
"06-05-20  18-28-21","1591403267","113398165",,"1","39.737701416015625","-105.02535247802734"
"06-05-20  18-28-21","1591403276","113412994",,"0","39.740482330322266","-105.00814056396484"
"06-05-20  18-28-21","1591403259","113397076",,"1","39.68168258666992","-105.1233139038086"
"06-05-20  18-28-21","1591403144","113412995",,"0","39.627166748046875","-105.00955200195312"
"06-05-20  18-28-21","1591403272","113413049",,"0","39.669158935546875","-104.92729949951172"
"06-05-20  18-28-21","1591403274","113402034",,"1","39.72145080566406","-105.08170318603516"
"06-05-20  18-28-21","1591403261","113413048",,"0","39.689353942871094","-104.82853698730469"
"06-05-20  18-28-21","1591403273","113398166",,"1","39.76056671142578","-105.0253677368164"
"06-05-20  18-28-21","1591403279","113394366",,"1","39.66838455200195","-104.77261352539062"
"06-05-20  18-28-21","1591403257","113397755",,"1","39.707550048828125","-104.99011993408203"
"06-05-20  18-28-21","1591403270","113396788",,"0","40.05099868774414","-105.21973419189453"
"06-05-20  18-28-21","1591403277","113397756",,"1","39.707149505615234","-105.08125305175781"
"06-05-20  18-28-21","1591403273","113393711",,"1","39.755149841308594","-105.00029754638672"
"06-05-20  18-28-21","1591403278","113388246",,"0","39.54738235473633","-104.99771881103516"
"06-05-20  18-28-21","1591403265","113401987",,"0","39.79996871948242","-105.07644653320312"
"06-05-20  18-28-21","1591403212","113413040",,"0","39.74352264404297","-105.01371765136719"
"06-05-20  18-28-21","1591403275","113401988",,"0","39.719451904296875","-105.0813980102539"
"06-05-20  18-29-23","1591403108","113398411",,"1","40.1711311340332","-105.1038818359375"
"06-05-20  18-29-23","1591403269","113413219",,"1","39.713951110839844","-104.9963607788086"
"06-05-20  18-29-23","1591403230","113395141",,"1","39.754032135009766","-105.0009536743164"
"06-05-20  18-29-23","1591403326","113456982",,"0","39.72663116455078","-104.84715270996094"
"06-05-20  18-29-23","1591403303","113413218",,"1","39.62701416015625","-104.90415954589844"
"06-05-20  18-28-21","1591402713","113395140",,"1","39.7542839050293","-105.00144958496094"
"06-05-20  18-29-23","1591403322","113412125",,"1","39.7218017578125","-104.99636840820312"
"06-05-20  18-29-23","1591403340","113422296",,"0","40.014549255371094","-105.20604705810547"
"06-05-20  18-29-23","1591403193","113415073",,"0","39.634708404541016","-104.90465545654297"
"06-05-20  18-29-23","1591403329","113415072",,"0","39.75804138183594","-104.84717559814453"
"06-05-20  18-29-23","1591403331","113388297",,"0","39.754066467285156","-105.00111389160156"
"06-05-20  18-29-23","1591403340","113406007",,"1","40.0168342590332","-105.27670288085938"
"06-05-20  18-29-23","1591403341","113400946",,"1","39.69706726074219","-105.05332946777344"
"06-05-20  18-29-23","1591403337","113397695",,"0","39.70768356323242","-105.07499694824219"
"06-05-20  18-29-23","1591403324","113396122",,"0","39.740150451660156","-105.09895324707031"
"06-05-20  18-29-23","1591403339","113397333",,"1","39.729618072509766","-104.96019744873047"
"06-05-20  18-29-23","1591403343","113396123",,"0","39.73998260498047","-105.0022964477539"
"06-05-20  18-29-23","1591403319","113396124",,"0","39.73965072631836","-105.02981567382812"
"06-05-20  18-29-23","1591403343","113402451",,"0","39.88325119018555","-104.98214721679688"
"06-05-20  18-29-23","1591403335","113395035",,"0","39.74005126953125","-104.92998504638672"
"06-05-20  18-29-23","1591403322","113393891",,"0","39.78281784057617","-104.8469009399414"
"06-05-20  18-29-23","1591403340","113397692",,"0","39.71101760864258","-104.85713195800781"
"06-05-20  18-29-23","1591403339","113412255",,"0","39.59303283691406","-104.81977081298828"
"06-05-20  18-29-23","1591403332","113402452",,"0","39.8344841003418","-104.91448211669922"
"06-05-20  18-29-23","1591403349","113413223",,"1","39.740875244140625","-105.01038360595703"
"06-05-20  18-29-23","1591403339","113393658",,"0","39.833351135253906","-104.98321533203125"
"06-05-20  18-29-23","1591403331","113395707",,"1","39.74028396606445","-104.91670227050781"
"06-05-20  18-28-21","1591403002","113412133",,"0","39.754581451416016","-105.00154876708984"
"06-05-20  18-29-23","1591403304","113413221",,"1","39.68369674682617","-104.94471740722656"
"06-05-20  18-28-21","1591403272","113404514",,"1","39.71963119506836","-105.12812042236328"
"06-05-20  18-29-23","1591403225","113413220",,"1","39.66100311279297","-104.92230987548828"
"06-05-20  18-29-23","1591403327","113397421",,"0","39.75468444824219","-105.1127700805664"
"06-05-20  18-29-23","1591403339","113412268",,"0","39.69991683959961","-104.80979919433594"
"06-05-20  18-29-23","1591403340","113412269",,"0","39.762901306152344","-104.8469467163086"
"06-05-20  18-29-23","1591403322","113395122",,"1","39.740234375","-104.91241455078125"
"06-05-20  18-29-23","1591403330","113388273",,"0","39.656349182128906","-104.99147033691406"
"06-05-20  18-29-23","1591403327","113392532",,"1","39.7000846862793","-104.99918365478516"
"06-05-20  18-29-23","1591403340","113393504",,"1","39.72951889038086","-104.97406768798828"
"06-05-20  18-29-23","1591403325","113393502",,"1","39.6549186706543","-104.99276733398438"
"06-05-20  18-29-23","1591403324","113398073",,"0","39.812618255615234","-105.025146484375"
"06-05-20  18-29-23","1591403317","113402344",,"1","39.727718353271484","-104.986083984375"
"06-05-20  18-29-23","1591403125","113413354",,"1","39.75589370727539","-105.0027084350586"
"06-05-20  18-29-23","1591403334","113402345",,"1","39.668983459472656","-104.86358642578125"
"06-05-20  18-29-23","1591403349","113413353",,"1","39.57979202270508","-105.02522277832031"
"06-05-20  18-29-23","1591403349","113413352",,"1","39.579776763916016","-105.02518463134766"
